EmployeeNumber,Gender,City,JobTitle,DepartmentName,StoreLocation,Store Lat,Store Long,Division,Age,LengthService,AbsentHours
6906,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,38,6.84,11.44
6907,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,36,3.35,0
6908,M,Abbotsford,Baker,Bakery,Abbotsford,44.944,-90.315,Stores,26,5.78,0
6910,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,31,5.73,11.59
6911,F,Surrey,Shelf Stocker,Processed Foods,Surrey,48.236,-101.133,Stores,21,4.33,0
6912,F,Princeton,Produce Clerk,Produce,Princeton,40.35,-74.659,Stores,41,2.69,105.25
6913,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,41,5.33,67.09
6915,M,Sidney,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,36,3.77,22.26
6917,F,Nelson,Baker,Bakery,Nelson,34.38,-84.372,Stores,45,5.74,66.8
6918,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,41,5.17,71.32
6920,M,Lake Cowichan,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,41,5.65,10.51
6921,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,48,4.34,95.53
6925,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,41,5.64,76.17
6926,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,34,5.38,14.71
6927,M,Mayne Island,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,43,6.36,2.28
6928,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,51,6.2,68.89
6930,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,63,4.05,195.65
6931,M,Trail,Shelf Stocker,Processed Foods,Trail,47.783,-95.698,Stores,50,4.7,115.83
6932,F,Surrey,Shelf Stocker,Processed Foods,Surrey,48.236,-101.133,Stores,36,2.82,57.22
6933,F,Abbotsford,Dairy Person,Dairy,Abbotsford,44.944,-90.315,Stores,35,7.25,39.57
6935,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,27,3.99,0
6936,F,Abbotsford,Dairy Person,Dairy,Abbotsford,44.944,-90.315,Stores,30,5.13,21.04
6937,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,52,4.31,100.5
6941,F,Princeton,Cashier,Customer Service,Princeton,40.35,-74.659,Stores,36,5.33,0
6944,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,54,4.82,143.55
6945,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,49,5.34,109.66
6947,M,Abbotsford,Dairy Person,Dairy,Abbotsford,44.944,-90.315,Stores,50,5.68,62.38
6948,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,44,5.65,131.82
6949,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,46,5.59,74.51
6950,M,Surrey,Shelf Stocker,Processed Foods,Surrey,48.236,-101.133,Stores,51,3.21,81.45
6951,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,32,4.7,0.41
6956,M,Richmond,Shelf Stocker,Processed Foods,Richmond,37.546,-77.453,Stores,29,3.16,0
6958,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,42,4.99,22.07
6959,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,26,3.47,0
6960,M,South Slocan,Shelf Stocker,Processed Foods,Trail,47.783,-95.698,Stores,54,6.23,113.05
6963,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,37,3.35,59.99
6967,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,39,4.39,51.45
6968,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,51,2.11,26
6969,M,Vernon,Cashier,Customer Service,Vernon,41.838,-72.457,Stores,42,7.25,48.96
6970,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,37,5.33,38.09
6974,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,30,1.92,0
6976,M,Richmond,Shelf Stocker,Processed Foods,Richmond,37.546,-77.453,Stores,48,5.76,113.02
6978,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,43,4.49,35.15
6979,M,Surrey,Shelf Stocker,Processed Foods,Surrey,48.236,-101.133,Stores,23,4.19,0
6980,M,Richmond,Shelf Stocker,Processed Foods,Richmond,37.546,-77.453,Stores,54,4.02,98.27
6983,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,56,5.18,97.01
6986,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,35,5.12,1.27
6987,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,49,2.02,65.29
6994,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,41,5.23,52.19
6995,M,Langley,Shelf Stocker,Processed Foods,Langley,48.034,-122.408,Stores,47,3.33,65.05
6997,M,Enderby,Cashier,Customer Service,Vernon,41.838,-72.457,Stores,44,4.33,55.37
7003,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,37,3.56,9.41
7004,F,Lumby,Cashier,Customer Service,Vernon,41.838,-72.457,Stores,46,3.14,113.03
7008,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,51,6.5,95.72
7010,M,White Rock,Cashier,Customer Service,White Rock,45.925,-96.576,Stores,45,9.08,68.75
7015,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,51,0.33,113.72
7019,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,28,4.73,0
7020,M,Grand Forks,Dairy Person,Dairy,Grand Forks,47.924,-97.031,Stores,28,5.01,5.42
7021,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,37,2.88,0
7022,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,38,2.74,23.2
7029,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,52,4.26,76.08
7031,M,Fort Langley,Shelf Stocker,Processed Foods,Langley,48.034,-122.408,Stores,54,6.46,76.03
7033,M,Greenwood,Dairy Person,Dairy,Grand Forks,47.924,-97.031,Stores,35,5.46,24.63
7035,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,51,4.52,114.34
7036,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,50,5.17,144.34
7038,M,Trail,Shelf Stocker,Processed Foods,Trail,47.783,-95.698,Stores,36,7.31,19.05
7039,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,47,3.3,147.15
7041,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,38,6.37,74.28
7042,F,Richmond,Shelf Stocker,Processed Foods,Richmond,37.546,-77.453,Stores,34,3.93,17.5
7043,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,34,4.64,31.99
7044,F,North Pender Island,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,38,5.01,64.89
7046,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,30,4.28,0
7048,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,48,4.65,130.17
7050,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,41,5.66,69.68
7051,M,Enderby,Cashier,Customer Service,Vernon,41.838,-72.457,Stores,40,3.56,51.34
7052,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,52,5.55,93.61
7054,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,43,4.05,51.68
7055,M,Richmond,Shelf Stocker,Processed Foods,Richmond,37.546,-77.453,Stores,51,2.68,94.32
7056,M,Vallican,Shelf Stocker,Processed Foods,Trail,47.783,-95.698,Stores,26,3.45,0
7057,F,Armstrong,Cashier,Customer Service,Vernon,41.838,-72.457,Stores,58,5.91,147.21
7059,F,Princeton,Cashier,Customer Service,Princeton,40.35,-74.659,Stores,31,2.9,0.01
7060,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,44,3.13,67.67
7061,F,Willow Point,Shelf Stocker,Processed Foods,Trail,47.783,-95.698,Stores,49,3.89,124.81
7062,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,47,6.26,88.26
7066,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,49,4.33,62.92
7069,M,Vernon,Cashier,Customer Service,Vernon,41.838,-72.457,Stores,45,5.01,46.87
7071,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,30,5.28,52.72
7072,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,58,4.85,124.37
7073,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,38,3.03,75.85
7076,F,Surrey,Shelf Stocker,Processed Foods,Surrey,48.236,-101.133,Stores,28,3.25,6.65
7078,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,37,6.72,41.83
7079,M,Christina Lake,Shelf Stocker,Processed Foods,Grand Forks,47.924,-97.031,Stores,44,3.59,107.26
7080,M,Princeton,Cashier,Customer Service,Princeton,40.35,-74.659,Stores,32,6.43,10.77
7081,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,60,6.7,109.25
7082,F,Richmond,Shelf Stocker,Processed Foods,Richmond,37.546,-77.453,Stores,40,5.57,42.84
7083,F,Surrey,Shelf Stocker,Processed Foods,Surrey,48.236,-101.133,Stores,39,4.76,87.1
7084,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,33,5.86,0
7086,F,Sidney,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,43,6.62,85.68
7087,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,50,7.34,143.83
7090,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,49,1.87,79.2
7092,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,44,3.27,71.94
7093,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,19,4.79,0
7094,F,Surrey,Shelf Stocker,Processed Foods,Surrey,48.236,-101.133,Stores,60,2.66,166.8
7097,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,48,6.34,97.18
7098,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,51,1.6,90.11
7099,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,55,5.79,151.33
7100,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,45,5.04,114.94
7104,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,41,4.22,39.41
7108,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,53,4.67,122.03
7109,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,49,7.34,53.2
7110,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,45,4.27,72.7
7111,F,Nelson,Dairy Person,Dairy,Nelson,34.38,-84.372,Stores,47,6.19,114.23
7116,M,Abbotsford,Dairy Person,Dairy,Abbotsford,44.944,-90.315,Stores,34,1.71,68.42
7117,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,38,2.75,3.36
7118,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,37,4.58,23.19
7119,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,29,3.42,12.44
7120,F,Fulford Harbour,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,50,3.99,80.95
7121,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,26,5.81,26.28
7122,M,Greenwood,Shelf Stocker,Processed Foods,Grand Forks,47.924,-97.031,Stores,46,4.24,116.81
7123,F,Surrey,Shelf Stocker,Processed Foods,Surrey,48.236,-101.133,Stores,45,4.05,86.08
7127,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,34,2.9,44.96
7129,F,Cumberland,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,24,4.58,0
7134,M,Pender Harbour,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,30,2.98,7.9
7136,F,Pender Harbour,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,46,3.54,96.88
7138,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,54,4.89,108.54
7139,M,Richmond,Shelf Stocker,Processed Foods,Richmond,37.546,-77.453,Stores,56,3.31,83.88
7140,F,Abbotsford,Dairy Person,Dairy,Abbotsford,44.944,-90.315,Stores,41,2.93,46.88
7141,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,37,5.81,16.31
7142,M,White Rock,Cashier,Customer Service,White Rock,45.925,-96.576,Stores,45,5.48,70.66
7144,F,Balfour,Dairy Person,Dairy,Nelson,34.38,-84.372,Stores,49,4.01,89.09
7145,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,49,5.78,108.62
7148,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,37,4.24,46.11
7150,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,54,4.08,116.39
7151,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,38,4.91,64.34
7152,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,57,2.3,102.93
7153,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,27,3.91,0
7157,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,41,4.15,102.25
7158,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,45,4.61,76.25
7162,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,30,6.66,0
7163,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,45,4.05,98.59
7168,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,33,6.04,9.35
7170,F,Richmond,Shelf Stocker,Processed Foods,Richmond,37.546,-77.453,Stores,50,1.62,94.77
7171,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,56,5.04,168.02
7172,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,39,6.08,72.01
7174,M,Langley,Shelf Stocker,Processed Foods,Langley,48.034,-122.408,Stores,60,6.39,151.97
7175,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,53,4.88,136.41
7177,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,37,4.64,0
7179,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,58,5.43,128.72
7180,F,Richmond,Shelf Stocker,Processed Foods,Richmond,37.546,-77.453,Stores,20,7.85,0
7182,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,26,3.4,0
7183,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,53,6.73,76.77
7185,M,Abbotsford,Dairy Person,Dairy,Abbotsford,44.944,-90.315,Stores,41,3.92,18.49
7189,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,42,5.66,23.43
7191,M,Abbotsford,Dairy Person,Dairy,Abbotsford,44.944,-90.315,Stores,38,3.39,26.12
7193,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,56,4.88,123.53
7196,M,Langley,Shelf Stocker,Processed Foods,Langley,48.034,-122.408,Stores,51,2.98,91.12
7199,M,Richmond,Shelf Stocker,Processed Foods,Richmond,37.546,-77.453,Stores,33,2.82,5.7
7200,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,46,6.65,54.19
7201,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,42,5.3,69.79
7203,F,Surrey,Shelf Stocker,Processed Foods,Surrey,48.236,-101.133,Stores,39,2.56,33.97
7208,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,42,6.17,90.81
7210,M,Cobble Hill,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,50,2.59,125.01
7211,F,Ladysmith,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,41,2.71,58.31
7212,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,51,2.86,122.56
7216,M,Richmond,Shelf Stocker,Processed Foods,Richmond,37.546,-77.453,Stores,32,4.08,0
7222,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,28,6.58,39.51
7224,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,33,3.98,0
7230,F,Trail,Shelf Stocker,Processed Foods,Trail,47.783,-95.698,Stores,46,5.58,142.9
7232,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,48,3.63,58.07
7233,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,49,6.15,83.14
7236,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,30,1.78,0
7238,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,36,3.68,7.25
7240,F,Surrey,Shelf Stocker,Processed Foods,Surrey,48.236,-101.133,Stores,48,5.74,98.7
7242,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,40,4.39,62.64
7243,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,50,4.48,76.3
7244,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,38,4.28,7.52
7245,M,Richmond,Shelf Stocker,Processed Foods,Richmond,37.546,-77.453,Stores,41,3.47,57.27
7246,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,32,6.33,22.77
7248,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,45,6.36,87.02
7249,F,Grand Forks,Shelf Stocker,Processed Foods,Grand Forks,47.924,-97.031,Stores,36,4.9,65.24
7250,M,Fort Langley,Shelf Stocker,Processed Foods,Langley,48.034,-122.408,Stores,42,6.6,23.84
7252,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,31,4.59,0
7254,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,31,3.46,0
7256,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,54,2.6,89.23
7261,M,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,43,6.92,98.73
7266,F,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,54,5.39,154.94
7268,M,Black Point,Cashier,Customer Service,Vernon,41.838,-72.457,Stores,27,5.26,9.97
7271,M,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,37,3.6,21.04
7272,F,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,48,3.07,94.57
7275,M,Chemainus,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,41,4.22,35.45
7276,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,67,4.48,146.7
7278,F,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,23,5.64,0
7279,M,Richmond,Shelf Stocker,Processed Foods,Richmond,37.546,-77.453,Stores,42,5.57,85.65
7284,F,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,47,5.59,104.71
7285,F,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,27,4.2,0
7286,M,Vallican,Shelf Stocker,Processed Foods,Trail,47.783,-95.698,Stores,29,2.41,4.89
7288,M,Greenwood,Shelf Stocker,Processed Foods,Grand Forks,47.924,-97.031,Stores,41,6.98,35.66
7289,M,Willow Point,Shelf Stocker,Processed Foods,Trail,47.783,-95.698,Stores,33,4.08,0
7290,F,Fort Langley,Shelf Stocker,Processed Foods,Langley,48.034,-122.408,Stores,38,3.41,46.24
7292,F,Surrey,Shelf Stocker,Processed Foods,Surrey,48.236,-101.133,Stores,41,4.12,91.32
7293,F,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,56,2.3,123.9
7295,M,Victoria,Shelf Stocker,Processed Foods,Victoria,28.799,-97.006,Stores,41,7.54,33.71
7296,M,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,49,5.87,96.7
7299,M,Victoria,Shelf Stocker,Processed Foods,Victoria,28.799,-97.006,Stores,38,4.94,33.9
7306,F,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,48,6.52,108.29
7307,F,Fort Langley,Shelf Stocker,Processed Foods,Langley,48.034,-122.408,Stores,31,4.43,16.47
7308,F,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,40,3.53,38.42
7309,M,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,32,4.18,0
7314,M,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,27,4.43,0
7315,M,Genelle,Cashier,Customer Service,Trail,47.783,-95.698,Stores,33,4.34,0.41
7316,M,Richmond,Shelf Stocker,Processed Foods,Richmond,37.546,-77.453,Stores,51,5.26,133.55
7321,F,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,25,3.9,0
7322,F,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,39,3.83,57.51
7329,F,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,57,5.83,169.48
7330,M,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,56,4.56,140.94
7335,M,Rossland,Cashier,Customer Service,Trail,47.783,-95.698,Stores,19,5.88,0
7337,M,Richmond,Shelf Stocker,Processed Foods,Richmond,37.546,-77.453,Stores,34,5.47,22.15
7339,F,Victoria,Shelf Stocker,Processed Foods,Victoria,28.799,-97.006,Stores,50,4.17,123.86
7340,M,Richmond,Shelf Stocker,Processed Foods,Richmond,37.546,-77.453,Stores,44,3.43,55.59
7341,F,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,57,2.34,155.15
7348,F,Victoria,Shelf Stocker,Processed Foods,Victoria,28.799,-97.006,Stores,30,6.41,0
7350,F,Langley,Cashier,Customer Service,Langley,48.034,-122.408,Stores,53,2.16,68.48
7351,F,Langley,Cashier,Customer Service,Langley,48.034,-122.408,Stores,51,6.05,84.65
7352,F,Cumberland,Shelf Stocker,Processed Foods,Victoria,28.799,-97.006,Stores,44,4.39,69.28
7358,F,Victoria,Shelf Stocker,Processed Foods,Victoria,28.799,-97.006,Stores,47,3.77,99.84
7363,M,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,43,4.06,68.84
7364,F,Surrey,Cashier,Customer Service,Surrey,48.236,-101.133,Stores,46,3.73,97.42
7366,F,Victoria,Shelf Stocker,Processed Foods,Victoria,28.799,-97.006,Stores,34,7.82,24.79
7369,M,Surrey,Cashier,Customer Service,Surrey,48.236,-101.133,Stores,37,5.68,0
7372,F,Victoria,Shelf Stocker,Processed Foods,Victoria,28.799,-97.006,Stores,45,4.43,75.79
7374,F,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,41,3.05,61.69
7375,M,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,35,4.64,48.63
7377,F,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,61,7.71,169.11
7379,F,Trail,Cashier,Customer Service,Trail,47.783,-95.698,Stores,43,3.31,85.93
7380,F,Surrey,Cashier,Customer Service,Surrey,48.236,-101.133,Stores,38,4.23,50.24
7382,M,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,57,4.52,142.78
7383,M,Richmond,Shelf Stocker,Processed Foods,Richmond,37.546,-77.453,Stores,44,5.32,71.46
7387,M,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,42,4.84,58.41
7392,F,Vernon,Cashier,Customer Service,Vernon,41.838,-72.457,Stores,37,2.92,21.38
7394,M,Victoria,Shelf Stocker,Processed Foods,Victoria,28.799,-97.006,Stores,34,5.19,46.28
7395,M,Trail,Cashier,Customer Service,Trail,47.783,-95.698,Stores,41,4.51,2.81
7397,M,Richmond,Shelf Stocker,Processed Foods,Richmond,37.546,-77.453,Stores,58,5.42,114.94
7407,M,Vallican,Cashier,Customer Service,Trail,47.783,-95.698,Stores,49,3.25,71.33
7409,M,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,26,5.02,0
7412,F,Surrey,Cashier,Customer Service,Surrey,48.236,-101.133,Stores,33,5.59,51.48
7414,F,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,41,4.68,41.47
7415,F,Victoria,Shelf Stocker,Processed Foods,Victoria,28.799,-97.006,Stores,39,4.54,0
7420,F,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,48,4.93,101.83
7421,M,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,45,6.11,37.13
7426,M,Victoria,Shelf Stocker,Processed Foods,Victoria,28.799,-97.006,Stores,22,5.57,0
7427,F,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,41,2.87,38.05
7428,M,Victoria,Shelf Stocker,Processed Foods,Victoria,28.799,-97.006,Stores,50,5.59,129.94
7430,M,Surrey,Cashier,Customer Service,Surrey,48.236,-101.133,Stores,38,5.48,63.97
7434,M,Langley,Cashier,Customer Service,Langley,48.034,-122.408,Stores,35,4.32,5.27
7439,M,Armstrong,Cashier,Customer Service,Vernon,41.838,-72.457,Stores,23,3.92,0
7444,M,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,38,7.16,43.18
7445,M,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,41,5.07,48.92
7446,F,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,26,8.79,0
7449,M,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,48,4.57,38.12
7455,M,Richmond,Cashier,Customer Service,Richmond,37.546,-77.453,Stores,42,5.19,27.09
7460,M,Nelson,Shelf Stocker,Processed Foods,Nelson,34.38,-84.372,Stores,33,5.29,0
7461,F,Victoria,Shelf Stocker,Processed Foods,Victoria,28.799,-97.006,Stores,28,1.79,0
7462,M,White Rock,Cashier,Customer Service,White Rock,45.925,-96.576,Stores,48,4.7,75.45
7465,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,34,2.65,0
7468,F,Abbotsford,Dairy Person,Dairy,Abbotsford,44.944,-90.315,Stores,49,5.38,88.16
